prop_sb_type,is_offplan,area,project,master_project,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,date_year,month_sin,month_cos,community_30d_avg_price,off_plan_vol_ratio,prop_type_Land,prop_type_Unit,prop_type_Villa,usage_Commercial,usage_Hospitality_,usage_Industrial,usage_Multi_Use,usage_Other,usage_Residential,usage_Storage,procedure_Other,procedure_Sell,procedure_Sell___Pre_registration,procedure_Sell_Development
4638.8664849411725,10793.633268527861,9789.870960520175,408634.5423407017,91558.29064739155,-5207.158596401472,17337.112987432654,59.81093879044056,-105092.10583497662,4858.895420648261,-1130372.3741768547,612.2925721541474,1740.4072445742206,431.86504061207427,508463.22873801144,6251.994091611991,4832.680381411356,-28311.04917926928,835.5683668460117,-10995.451795922763,-1217.065188844099,0.0,0.0,4679.361540562619,-4744.685917850351,0.0,0.0,25678.28851827779,7352.820970514754,0.0
-26979.3533675788,11280.194129614565,6692.460735711033,427346.55950702855,65721.89982144914,3918.904225554069,13131.77598471509,3684.9470614412985,7983.223155918332,5246.788222325334,-367934.0248944727,-4601.35070467832,637.6042050310514,3820.940913997743,732225.9191255714,2718.524913069766,5481.8473604244855,-28861.600861360796,-348.249488182489,-5775.871975461309,-709.1413425587737,0.0,0.0,4613.620024919427,-3918.645051028375,0.0,0.0,53542.41121999956,3930.8653318962693,0.0
-22997.829330699224,-32176.410234290965,31490.29882999756,341832.2522320385,81649.7866005637,3892.4727451040894,20736.271289663535,70299.40290459208,26437.573842476144,5321.847975224415,-490040.90657432145,7161.454462000996,-837.7177239245141,-15052.426711960525,537447.8712355071,-3400.404858256708,8905.86769776889,-24395.784285458292,251.2982474868553,-3468.9144613582052,-969.2421062513963,0.0,0.0,5081.879710577552,-3453.685391923781,0.0,4.43707673159035,29036.08259676274,-29452.629376568577,0.0
-26728.85465233513,11266.782776062086,7442.2209969066025,427264.8725575139,65819.16921152701,3886.742045908641,13106.336459617043,3689.993981383682,7962.704484011647,5239.667671444723,-367692.1959785075,-4701.783700932177,630.6842033496397,4139.814137027958,731585.5831926444,2258.652562186344,5383.074078996379,-28497.17916305678,-346.1285884582391,-5778.2160821877205,-709.1413425587737,0.0,0.0,4687.964148865043,-3922.5250318680055,0.0,0.0,53541.89087633861,3934.2992127249768,0.0
-17456.495448809008,12043.004369313036,44396.49883197855,496541.5203767235,97621.40125166147,11247.739086502294,-280.71966332335796,4955.1046871889685,9859.39345481904,5188.843371121686,-378025.8962054302,740.044452039591,1250.8053478500753,-1840.8468657318663,505847.9624938074,21862.647486972983,5822.558823549542,-27882.394159283016,263.4979138412188,-6142.536100634968,-440.9724585828455,0.0,0.0,4769.044348160859,-3427.792796129775,0.0,0.0,24009.427580288506,3966.6237588066924,0.0
-17456.495448809008,12043.004369313036,44396.49883197855,496541.5203767235,97621.40125166147,11247.739086502294,-280.71966332335796,4955.1046871889685,9859.39345481904,5188.843371121686,-377916.84843417176,740.044452039591,1367.2822509543562,-1861.9710508536339,506770.1552929181,22190.90024264888,5822.558823549542,-27882.394159283016,263.4979138412188,-6142.536100634968,-440.9724585828455,0.0,0.0,4769.044348160859,-3427.792796129775,0.0,0.0,24009.427580288506,3966.6237588066924,0.0
-13932.345027909381,-2423.0336230788184,17545.893154471938,319679.0130572189,98479.81879178029,56054.864373639364,10745.876608769577,17603.756030729524,-96620.38615872065,3441.229391706208,-1174949.9274624852,8030.57058626162,1632.143188818915,3580.725700497966,486211.38595876447,3825.9385965504116,10420.801042143565,-30784.92054698286,2240.234651756205,-6178.351069700365,-1349.3962996847758,0.0,0.0,4026.7252140372766,-3004.5295283358555,0.0,0.0,-47739.43010433381,-8986.428049407967,0.0
-17388.127812318206,12325.128961283683,359.881603100696,199672.64452232723,48994.33048531644,12140.477000816092,18834.442556414935,5069.064951653532,6663.811128117204,5812.386830466343,-364720.98747132026,-953.2072970172235,2142.754349693083,4738.652854042183,751877.0862266652,1710.472125563031,7791.780487578917,-24839.153198147313,-322.10417779395397,-4431.1144500031305,-693.6770435331335,0.0,0.0,4452.503378714326,-4197.389810566089,0.0,0.0,61800.762551215565,3460.155733360595,0.0
-16540.351952174125,18679.599015930875,9183.581008166897,222552.48959582075,61673.194016277084,2420.761967353329,13000.797857604957,1528.6237813203884,-140500.61813887488,4562.956644564832,-1745684.4609727066,4981.030988611952,-433.541553959127,-289.6859757479497,479052.8745044394,-7460.5294123532185,6145.759566899398,-26058.62117050511,619.2357188691717,-6735.599690244017,-846.6905399386495,0.0,0.0,4456.055492966412,-18449.38951066816,0.0,0.0,25592.254456226245,9688.329307520784,0.0
-22866.095474468177,-9323.265817159097,-8907.501956008391,121985.64511771171,94233.05812344092,-13024.782268772044,18552.194089305347,-2386.5895930208694,-102752.79993593934,2882.684195074897,-1078774.6902607519,5420.91468909577,2040.9502349195386,3126.1805811298227,550361.5222926317,742.8015798495412,7451.783152489648,-22645.973910995617,1025.4234095581653,-5519.765631212937,-1530.2527319722794,0.0,0.0,4911.462441872732,-5004.044346709045,0.0,0.0,33673.136622028105,-9301.128501039262,0.0
4503.057525221793,10885.899913923884,9920.893982080905,409740.52750213107,91543.99567573077,-5313.888970399645,17186.742545412293,87.39458429075944,-105109.03000349841,4866.489429618929,-1129780.1671557256,-54.27366556319612,1726.171252598868,755.5484189855944,511691.58802609856,7491.9068343893905,4936.623981750681,-28909.610174159425,833.4474671217619,-11035.155572952546,-1217.065188844099,0.0,0.0,4605.017417751539,-4762.825764743506,0.0,0.0,25675.383535990917,7334.135463691356,0.0
-26864.788015630063,11362.609957254957,7011.486738659046,433398.09965772514,64304.575086851306,4409.035494062253,11490.805694200339,3357.6998749820095,6343.899525834428,5233.736417007424,-366947.77444539196,-5933.447198531329,1480.8642419796834,4953.135867971804,746109.8757295967,3121.8229831625786,5484.394482737257,-29102.721367272876,-358.8868647787695,-5824.181743470026,-730.4608755762856,0.0,0.0,4580.493750350384,-3974.147414291381,0.0,0.0,54488.963411060024,3829.7365603961603,0.0
-12822.921195206369,9078.543948405371,14314.995582050688,422569.0787732047,61428.19537155175,8833.102128909488,16090.679775440189,5948.559479289587,10105.573908383027,5206.0942149479115,-224513.85317926854,-2274.448284443599,814.8678207013157,11967.626907627498,749674.3653132487,2849.8232246148136,5731.660636146837,-29647.883927465722,-412.70156703455586,-5741.58689363014,-751.830599909432,0.0,0.0,4588.327485766105,-4515.681613564066,0.0,0.0,55513.32498290799,5883.256738267144,0.0
-24889.21432489454,5582.592044038862,31394.2035302755,267142.8084649581,78678.77253699131,4686.170047230387,3160.7278043905917,6141.724507651579,15407.08751669483,5686.247449797285,-400836.9400895495,3827.5488518994944,1510.8320958333852,-1089.7029467026116,536436.1174708164,3068.1589108903663,7931.646996820909,-24280.879702403567,280.4496783420594,-4722.882187076345,-399.1708634571401,0.0,0.0,4579.542380477026,-3697.4760647984976,0.0,0.0,27264.96811730928,-2766.6622099904052,0.0
-21973.69851441574,-47702.5292235644,-62986.04876692848,-241968.25927392533,57011.91805999905,83356.47639895059,-20954.85175762015,13088.92224589066,-78734.11834176753,2959.9454705122143,-591025.7285188911,14461.051930468913,784.1235434736121,14710.646385517952,-305302.8620260848,85949.49356149319,17404.899446641477,-30668.260139472943,1844.4438065047725,-2958.7267944794003,-263.1072579792943,0.0,0.0,-789.986059776606,-4132.022467368026,0.0,-99.5211924120699,-30768.291342283952,-41908.734118852066,83.20939391821713
-25079.127308907005,-4721.051172897586,7179.982179682529,249774.80059882635,75620.2887945975,21163.995928077416,14277.413945612561,16369.393385208645,-99178.43685917373,3803.3701694347665,-1144874.0683361536,6005.448663874746,3464.956628918001,1102.1745078451154,542067.3458484604,-2384.462894727246,8272.481786530197,-25164.880096754852,813.3747146559404,-6286.518849178969,-3651.669614045304,0.0,0.0,4907.126187658991,-4764.347125287436,0.0,0.0,32196.256521404983,-9532.67542432679,0.0
