source_position,local_index,transaction_num,predicted_value,actual_value,rank,feature,feature_value,shap_value,abs_shap_value,running_value_before,running_value_after
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,10,prop_type_Villa,0.0,-48446.87018591985,48446.87018591985,1750312.699273823,1701865.8290879033
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,11,off_plan_vol_ratio,0.029585798816568,36487.58885396263,36487.58885396263,1701865.8290879033,1738353.417941866
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,12,date_year,2025.0,18495.320558461415,18495.320558461415,1738353.417941866,1756848.7385003273
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,13,nearest_mall,18514.27134372089,-15234.105851404309,15234.105851404309,1756848.7385003273,1741614.632648923
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,14,rooms,0.0,-14352.995849962583,14352.995849962583,1741614.632648923,1727261.6367989604
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,15,month_cos,1.0,11885.187806123591,11885.187806123591,1727261.6367989604,1739146.824605084
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,16,procedure_Sell___Pre_registration,0.0,7991.928168447257,7991.928168447257,1739146.824605084,1747138.7527735312
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,17,usage_Residential,1.0,-7253.9221873683155,7253.9221873683155,1747138.7527735312,1739884.8305861629
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,18,nearest_metro,18498.113392581035,6886.939666004048,6886.939666004048,1739884.8305861629,1746771.770252167
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,19,nearest_landmark,20146.25007233051,-5796.528122808833,5796.528122808833,1746771.770252167,1740975.2421293582
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,20,month_sin,-2.4492935982947064e-16,3840.5876788402934,3840.5876788402934,1740975.2421293582,1744815.8298081986
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,21,has_parking,0.0,3322.566435284347,3322.566435284347,1744815.8298081986,1748138.396243483
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,22,is_offplan,0.0,2557.664266632822,2557.664266632822,1748138.396243483,1750696.060510116
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,23,usage_Hospitality_,0.0,-2233.272067772949,2233.272067772949,1750696.060510116,1748462.788442343
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,24,usage_Other,0.0,626.3897850967076,626.3897850967076,1748462.788442343,1749089.1782274398
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,25,usage_Commercial,0.0,369.7720582957152,369.7720582957152,1749089.1782274398,1749458.9502857355
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,26,procedure_Other,0.0,11.063209395465654,11.063209395465654,1749458.9502857355,1749470.013495131
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,27,usage_Multi_Use,0.0,0.0,0.0,1749470.013495131,1749470.013495131
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,28,usage_Industrial,0.0,0.0,0.0,1749470.013495131,1749470.013495131
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,29,usage_Storage,0.0,0.0,0.0,1749470.013495131,1749470.013495131
89,89,c7b76dda226c4a6a47703cdbabffda1a24e360bb186222db1cd10f43710f7dca,1749470.0779871566,2590000.0,30,procedure_Sell_Development,0.0,0.0,0.0,1749470.013495131,1749470.013495131
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,1,procedure_area,929.63,10068725.110827088,10068725.110827088,1984339.7348785633,12053064.84570565
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,2,usage_Commercial,1.0,1366053.165941651,1366053.165941651,12053064.84570565,13419118.011647303
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,3,project,13535.940985635509,-988985.7820917187,988985.7820917187,13419118.011647303,12430132.229555584
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,4,community_30d_avg_price,16782.270776255707,544487.538180035,544487.538180035,12430132.229555584,12974619.76773562
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,5,prop_type_Unit,0.0,344312.939018114,344312.939018114,12974619.76773562,13318932.706753733
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,6,date_year,2025.0,282376.8495008692,282376.8495008692,13318932.706753733,13601309.556254601
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,7,prop_sb_type,14551.607539121123,244118.60019743728,244118.60019743728,13601309.556254601,13845428.15645204
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,8,master_project,12499.41022869592,-184623.59076708974,184623.59076708974,13845428.15645204,13660804.56568495
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,9,rooms,0.0,141548.94518479073,141548.94518479073,13660804.56568495,13802353.510869741
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,10,usage_Residential,0.0,137790.3512856828,137790.3512856828,13802353.510869741,13940143.862155424
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,11,nearest_landmark,15063.384595294165,122821.22913479709,122821.22913479709,13940143.862155424,14062965.09129022
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,12,has_parking,0.0,92275.32133810519,92275.32133810519,14062965.09129022,14155240.412628327
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,13,procedure_Sell,1.0,-65686.88514922287,65686.88514922287,14155240.412628327,14089553.527479103
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,14,month_sin,-2.4492935982947064e-16,57874.891855156755,57874.891855156755,14089553.527479103,14147428.419334259
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,15,nearest_metro,14401.279649082862,-56739.10825184762,56739.10825184762,14147428.419334259,14090689.311082412
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,16,area,13635.42934784326,56457.76564069452,56457.76564069452,14090689.311082412,14147147.076723106
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,17,prop_type_Villa,1.0,-48790.805118483266,48790.805118483266,14147147.076723106,14098356.271604624
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,18,prop_type_Land,0.0,42818.08470472772,42818.08470472772,14098356.271604624,14141174.35630935
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,19,month_cos,1.0,41170.19698331171,41170.19698331171,14141174.35630935,14182344.553292662
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,20,nearest_mall,17888.5412230018,38924.646395760894,38924.646395760894,14182344.553292662,14221269.199688423
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,21,procedure_Sell___Pre_registration,0.0,36517.25073280076,36517.25073280076,14221269.199688423,14257786.450421223
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,22,is_offplan,0.0,-27225.472228665112,27225.472228665112,14257786.450421223,14230560.978192559
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,23,off_plan_vol_ratio,0.5205479452054794,15101.680268215583,15101.680268215583,14230560.978192559,14245662.658460774
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,24,usage_Other,0.0,4096.567548246813,4096.567548246813,14245662.658460774,14249759.22600902
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,25,usage_Multi_Use,0.0,856.459399634854,856.459399634854,14249759.22600902,14250615.685408656
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,26,usage_Hospitality_,0.0,225.91159580702987,225.91159580702987,14250615.685408656,14250841.597004462
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,27,usage_Industrial,0.0,0.0,0.0,14250841.597004462,14250841.597004462
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,28,usage_Storage,0.0,0.0,0.0,14250841.597004462,14250841.597004462
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,29,procedure_Other,0.0,0.0,0.0,14250841.597004462,14250841.597004462
90,90,65bafce6b82623f9326e7f39700706d13d5d3f901465402bcbe84f3a8895d220,14250839.857525308,15750000.0,30,procedure_Sell_Development,0.0,0.0,0.0,14250841.597004462,14250841.597004462
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,1,procedure_area,73.24,-608964.2555423386,608964.2555423386,1984339.7348785633,1375375.4793362247
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,2,community_30d_avg_price,11592.489292929293,-326965.3061130848,326965.3061130848,1375375.4793362247,1048410.17322314
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,3,master_project,10028.18176235262,-125898.88139501605,125898.88139501605,1048410.17322314,922511.2918281239
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,4,rooms,1.0,-80569.30846244447,80569.30846244447,922511.2918281239,841941.9833656794
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,5,off_plan_vol_ratio,0.7272727272727273,-38142.410926921875,38142.410926921875,841941.9833656794,803799.5724387575
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,6,nearest_metro,9099.07714451894,-34460.97075907068,34460.97075907068,803799.5724387575,769338.6016796868
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,7,is_offplan,1.0,29505.495119935378,29505.495119935378,769338.6016796868,798844.0967996222
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,8,procedure_Sell___Pre_registration,1.0,28972.82516406216,28972.82516406216,798844.0967996222,827816.9219636844
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,9,procedure_Sell,0.0,21842.042980034843,21842.042980034843,827816.9219636844,849658.9649437192
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,10,nearest_mall,15705.458258519177,21085.064983884615,21085.064983884615,849658.9649437192,870744.0299276038
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,11,prop_type_Unit,1.0,-19109.957295259468,19109.957295259468,870744.0299276038,851634.0726323443
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,12,prop_sb_type,19668.34633540245,-12375.88241605713,12375.88241605713,851634.0726323443,839258.1902162872
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,13,area,10028.18176235262,11634.862925205005,11634.862925205005,839258.1902162872,850893.0531414922
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,14,date_year,2025.0,11513.187685634679,11513.187685634679,850893.0531414922,862406.2408271269
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,15,prop_type_Land,0.0,10417.68891992166,10417.68891992166,862406.2408271269,872823.9297470485
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,16,project,17762.04922618176,-10055.324047641632,10055.324047641632,872823.9297470485,862768.6056994069
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,17,month_sin,-2.4492935982947064e-16,9019.52694564515,9019.52694564515,862768.6056994069,871788.132645052
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,18,month_cos,1.0,5552.276568730791,5552.276568730791,871788.132645052,877340.4092137829
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,19,usage_Commercial,0.0,-4486.50147757025,4486.50147757025,877340.4092137829,872853.9077362126
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,20,has_parking,1.0,3626.4015789132172,3626.4015789132172,872853.9077362126,876480.3093151258
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,21,usage_Residential,1.0,-2848.4028142935917,2848.4028142935917,876480.3093151258,873631.9065008322
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,22,usage_Other,0.0,2341.124556121425,2341.124556121425,873631.9065008322,875973.0310569536
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,23,prop_type_Villa,0.0,-2005.38361467234,2005.38361467234,875973.0310569536,873967.6474422812
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,24,nearest_landmark,20146.25007233051,-179.26515315247389,179.26515315247389,873967.6474422812,873788.3822891287
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,25,usage_Hospitality_,0.0,41.9925961526876,41.9925961526876,873788.3822891287,873830.3748852814
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,26,usage_Industrial,0.0,0.0,0.0,873830.3748852814,873830.3748852814
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,27,usage_Multi_Use,0.0,0.0,0.0,873830.3748852814,873830.3748852814
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,28,usage_Storage,0.0,0.0,0.0,873830.3748852814,873830.3748852814
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,29,procedure_Other,0.0,0.0,0.0,873830.3748852814,873830.3748852814
91,91,1cd0ac832e56bd995c1baaec35b3c0802f92489fb4d6df985ca5e6d717d2a9a3,873830.2365747297,788000.0,30,procedure_Sell_Development,0.0,0.0,0.0,873830.3748852814,873830.3748852814
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,1,procedure_area,37.81,-1061247.4407816466,1061247.4407816466,1984339.7348785633,923092.2940969167
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,2,community_30d_avg_price,11584.155899999998,-241670.8532940842,241670.8532940842,923092.2940969167,681421.4408028325
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,3,master_project,10028.18176235262,-91547.13705669691,91547.13705669691,681421.4408028325,589874.3037461356
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,4,nearest_metro,9099.07714451894,-41217.87077001125,41217.87077001125,589874.3037461356,548656.4329761243
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,5,rooms,0.0,-35563.847046891344,35563.847046891344,548656.4329761243,513092.585929233
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,6,off_plan_vol_ratio,0.73,-29075.356665819138,29075.356665819138,513092.585929233,484017.2292634139
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,7,prop_type_Unit,1.0,-25163.84643854963,25163.84643854963,484017.2292634139,458853.38282486424
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,8,procedure_Sell___Pre_registration,1.0,22779.33770008263,22779.33770008263,458853.38282486424,481632.72052494687
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,9,nearest_mall,15705.458258519177,20548.795924403596,20548.795924403596,481632.72052494687,502181.51644935046
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,10,procedure_Sell,0.0,19857.27900157097,19857.27900157097,502181.51644935046,522038.7954509214
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,11,prop_sb_type,19668.34633540245,-10311.256439038976,10311.256439038976,522038.7954509214,511727.53901188244
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,12,prop_type_Land,0.0,10023.269077513674,10023.269077513674,511727.53901188244,521750.8080893961
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,13,project,17762.04922618176,-7805.182768984769,7805.182768984769,521750.8080893961,513945.62532041135
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,14,area,10028.18176235262,7674.1807383191845,7674.1807383191845,513945.62532041135,521619.8060587305
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,15,date_year,2025.0,7383.414723732867,7383.414723732867,521619.8060587305,529003.2207824634
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,16,month_sin,-2.4492935982947064e-16,4674.6008558673375,4674.6008558673375,529003.2207824634,533677.8216383308
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,17,usage_Commercial,0.0,-4418.987724957916,4418.987724957916,533677.8216383308,529258.833913373
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,18,is_offplan,1.0,2942.4178106524346,2942.4178106524346,529258.833913373,532201.2517240254
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,19,usage_Other,0.0,2563.57737285386,2563.57737285386,532201.2517240254,534764.8290968792
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,20,month_cos,1.0,2548.8498350767736,2548.8498350767736,534764.8290968792,537313.678931956
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,21,has_parking,1.0,2511.197599224326,2511.197599224326,537313.678931956,539824.8765311802
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,22,usage_Residential,1.0,-2198.8484142333987,2198.8484142333987,539824.8765311802,537626.0281169468
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,23,prop_type_Villa,0.0,-2197.626946231976,2197.626946231976,537626.0281169468,535428.4011707149
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,24,nearest_landmark,20146.25007233051,-1451.5285595926007,1451.5285595926007,535428.4011707149,533976.8726111223
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,25,usage_Hospitality_,0.0,157.03798679922843,157.03798679922843,533976.8726111223,534133.9105979216
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,26,usage_Industrial,0.0,0.0,0.0,534133.9105979216,534133.9105979216
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,27,usage_Multi_Use,0.0,0.0,0.0,534133.9105979216,534133.9105979216
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,28,usage_Storage,0.0,0.0,0.0,534133.9105979216,534133.9105979216
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,29,procedure_Other,0.0,0.0,0.0,534133.9105979216,534133.9105979216
92,92,a2fbdf65e43385a23ae1ad9ddcdb9a0a2d4f46a93a37979ff78a6791d5ea2eaa,534134.0739867117,525000.0,30,procedure_Sell_Development,0.0,0.0,0.0,534133.9105979216,534133.9105979216
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,1,procedure_area,37.81,-1061251.382603261,1061251.382603261,1984339.7348785633,923088.3522753024
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,2,community_30d_avg_price,11606.938712871288,-241939.44239966373,241939.44239966373,923088.3522753024,681148.9098756387
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,3,master_project,10028.18176235262,-91594.51837979155,91594.51837979155,681148.9098756387,589554.3914958471
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,4,nearest_metro,9099.07714451894,-40846.95177847797,40846.95177847797,589554.3914958471,548707.4397173692
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,5,rooms,0.0,-35553.99121920118,35553.99121920118,548707.4397173692,513153.44849816797
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,6,off_plan_vol_ratio,0.7326732673267327,-28894.671498266944,28894.671498266944,513153.44849816797,484258.77699990105
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,7,prop_type_Unit,1.0,-25164.030118123454,25164.030118123454,484258.77699990105,459094.7468817776
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,8,procedure_Sell___Pre_registration,1.0,22779.33770008263,22779.33770008263,459094.7468817776,481874.0845818602
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,9,nearest_mall,15705.458258519177,20556.341232348685,20556.341232348685,481874.0845818602,502430.4258142089
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,10,procedure_Sell,0.0,19795.152565176842,19795.152565176842,502430.4258142089,522225.57837938576
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,11,prop_type_Land,0.0,10016.674022281724,10016.674022281724,522225.57837938576,532242.2524016675
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,12,prop_sb_type,19668.34633540245,-9992.317738792042,9992.317738792042,532242.2524016675,522249.9346628755
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,13,project,17762.04922618176,-8331.738787004186,8331.738787004186,522249.9346628755,513918.1958758713
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,14,area,10028.18176235262,7680.9225573950325,7680.9225573950325,513918.1958758713,521599.1184332663
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,15,date_year,2025.0,7387.610813539519,7387.610813539519,521599.1184332663,528986.7292468058
93,93,be7e059dd7aa55d68bbf046bef94771ebff815e1f76e5aaa789f4c91de4d200e,533620.9938325689,525000.0,16,month_sin,-2.4492935982947064e-16,4626.817017804682,4626.817017804682,528986.7292468058,533613.5462646105
